Id,Target,N1,N2,N3,N4,N5,N6,C1,C2,C3,C4,C5,C6,C7,C8,C9
14443,2200000,2573076.923,14,3.0,1.0,7.0,2.0,1,A,A,V,B,V,J,A,4
14444,3010000,3532142.857,10,2.7,8.0,9.0,3.0,2,A,A,V,B,V,J,S,3
14445,4569000,4784337.349,2,1.6,5.0,7.0,6.0,1,A,F,V,B,S,N,M,T
14446,1700000,1912048.193,12,2.3,7.0,0.0,7.0,1,A,F,K,BG,S,1,Y,V
14447,4221000,4656470.588,3,1.6,4.0,6.0,6.0,2,A,F,V,B,C,S,J,N
14448,12000000,12772941.18,5,4.7,8.0,9.0,2.0,3,A,A,K,B,V,J,T,M
14449,2434000,2662650.602,3,1.4,0.0,9.0,0.0,1,A,F,V,B,S,Z,9,4
14450,900000,1061728.395,13,1.6,3.0,1.0,7.0,1,M,F,V,B,L,K,M,H
14451,2100000,2498809.524,6,1.6,1.0,9.0,0.0,2,M,F,V,B,L,T,M,B
14452,3662000,3767441.86,9,2.4,5.0,1.0,4.0,1,A,A,K,BG,C,J,M,B
14453,1800000,2000000.0,11,2.0,9.0,8.0,9.0,2,M,F,B,B,S,W,V,W
14454,2565000,2841379.31,3,1.6,5.0,7.0,7.0,1,A,F,V,B,S,Z,9,4
14455,2894000,3242857.143,9,2.4,6.0,0.0,3.0,2,A,F,V,B,S,4,T,1
14456,4200000,4904705.882,4,2.0,6.0,5.0,7.0,2,M,A,V,B,C,K,N,A
14457,2328000,2539240.506,13,2.2,3.0,7.0,7.0,2,A,B,B,D,S,W,D,B
14458,2643000,3032183.908,2,1.6,5.0,0.0,7.0,1,A,F,V,B,S,Z,9,4
14459,1100000,1709638.554,19,2.2,9.0,4.0,4.0,1,A,F,V,B,S,4,T,1
14460,1955000,2128395.062,4,1.4,3.0,4.0,1.0,2,A,F,V,B,S,K,L,1
14461,6386000,7356842.105,3,2.4,0.0,9.0,3.0,3,A,A,K,B,C,K,M,H
14462,2835000,2972619.048,2,1.6,8.0,2.0,4.0,2,A,F,V,BG,S,Z,9,4
14463,9765000,10220000.0,8,4.7,4.0,2.0,0.0,3,A,A,K,B,V,J,T,M
14464,2388000,3011111.111,15,3.6,3.0,0.0,4.0,1,A,B,K,B,S,W,B,A
14465,10440000,10942105.26,6,4.0,2.0,2.0,0.0,3,A,A,K,B,V,J,T,E
14466,4312000,4544943.82,2,1.6,7.0,5.0,9.0,2,A,F,V,B,S,N,M,T
14467,2500000,2784523.81,5,1.3,8.0,9.0,3.0,2,A,F,V,B,S,J,T,D
14468,1297000,1550000.0,10,1.4,2.0,4.0,3.0,1,M,F,V,B,L,K,M,H
14469,2500000,2703488.372,13,3.0,3.0,2.0,0.0,1,A,F,K,BG,S,4,T,1
14470,3987000,4379069.767,12,3.3,8.0,7.0,4.0,1,A,A,K,B,C,J,T,J
14471,2007000,2441025.641,13,2.4,5.0,2.0,9.0,1,A,F,V,BG,C,J,A,4
14472,4849000,5298809.524,6,2.5,6.0,1.0,0.0,2,A,A,K,B,U,4,S,4
14473,2383000,2523809.524,13,2.4,6.0,5.0,9.0,2,A,F,V,B,S,4,T,1
14474,5600000,6023333.333,9,4.8,4.0,2.0,4.0,3,A,A,K,B,C,5,U,X
14475,2705000,3461538.462,10,2.5,2.0,0.0,4.0,1,A,A,V,B,U,J,F,1
14476,2287000,2576404.494,4,1.6,7.0,3.0,8.0,2,A,F,V,B,L,Z,9,4
14477,3612000,4214942.529,5,1.8,5.0,0.0,2.0,1,A,F,B,B,S,W,V,W
14478,2457000,2689534.884,12,2.4,5.0,2.0,7.0,1,A,F,K,B,S,4,T,1
14479,4400000,4620000.0,9,3.0,2.0,9.0,2.0,3,A,A,K,B,S,W,B,A
14480,2165000,2657692.308,15,3.0,0.0,9.0,3.0,1,A,A,V,B,V,J,A,4
14481,6530000,7263333.333,3,2.7,8.0,4.0,2.0,3,M,A,V,B,P,M,R,O
14482,2220000,2525287.356,9,1.8,0.0,7.0,4.0,1,M,F,V,B,M,W,O,L
14483,2807000,3587179.487,6,1.8,0.0,7.0,0.0,1,A,F,V,B,S,J,T,D
14484,1900000,2234883.721,15,3.0,1.0,9.0,9.0,1,A,A,K,B,S,W,B,A
14485,2597000,3073809.524,9,1.8,9.0,1.0,5.0,2,A,F,V,B,S,S,B,1
14486,3004000,3186419.753,10,2.4,7.0,9.0,1.0,1,A,F,V,B,S,J,T,N
14487,2736000,3421686.747,9,2.4,1.0,0.0,7.0,1,A,F,K,B,S,6,T,1
14488,1457000,1157317.073,10,2.0,7.0,9.0,4.0,1,M,F,V,B,L,T,M,B
14489,1486000,1669230.769,11,1.4,1.0,4.0,7.0,1,A,F,V,B,L,K,M,H
14490,1100000,1419277.108,15,1.6,8.0,3.0,9.0,1,M,F,V,B,M,W,O,L
14491,3800000,4120224.719,7,2.5,5.0,8.0,9.0,2,M,A,V,D,P,M,R,0
14492,1700000,1702380.952,9,1.4,9.0,3.0,8.0,2,A,F,V,B,L,K,M,H
14493,5490000,6520547.945,5,2.0,0.0,9.0,8.0,1,A,A,V,B,C,J,T,M
14494,2600000,3343835.616,4,2.0,5.0,8.0,2.0,1,A,F,V,B,S,1,F,A
14495,2250000,2403703.704,13,2.4,2.0,2.0,4.0,1,M,F,V,B,S,J,T,D
14496,3734000,4442307.692,6,2.5,0.0,3.0,8.0,1,A,F,V,B,S,4,T,4
14497,2748000,3136144.578,10,2.4,8.0,9.0,9.0,1,A,F,K,B,S,4,T,1
14498,5685000,5937894.737,2,2.0,1.0,5.0,2.0,3,A,F,B,B,S,X,W,7
14499,2700000,2924358.974,3,1.4,2.0,5.0,5.0,1,A,F,V,B,S,Z,9,4
14500,2646000,3180459.77,2,1.6,0.0,3.0,5.0,1,A,F,V,B,S,Z,9,4
14501,4100000,4547777.778,2,1.6,4.0,6.0,5.0,3,A,F,V,B,C,S,J,N
14502,1800000,2158024.691,10,2.4,5.0,1.0,0.0,1,A,F,V,B,S,4,A,3
14503,2595000,2520000.0,2,1.4,3.0,1.0,3.0,3,M,F,V,B,S,Z,9,4
14504,2705000,3457692.308,10,2.5,2.0,0.0,4.0,1,A,A,V,B,U,J,F,1
14505,3469000,3898876.404,2,2.0,0.0,2.0,4.0,2,A,A,V,B,C,X,7,L
14506,2111000,2563095.238,4,1.6,5.0,6.0,1.0,2,M,F,V,B,S,Z,9,4
14507,2493000,2532142.857,6,1.6,8.0,8.0,9.0,2,A,F,V,BG,S,K,N,A
14508,2514000,2784810.127,4,1.6,7.0,7.0,2.0,2,A,F,V,B,L,X,9,F
14509,10600000,12135555.56,2,3.5,0.0,7.0,6.0,3,A,A,K,BG,V,Z,8,N
14510,3300000,4498780.488,3,1.4,8.0,7.0,8.0,1,A,F,V,B,C,T,M,B
14511,3200000,3389285.714,6,1.8,2.0,0.0,2.0,2,A,F,V,B,L,J,T,K
14512,2800000,2764444.444,5,1.3,2.0,8.0,3.0,3,A,F,V,B,S,J,T,D
14513,4016000,4637349.398,5,2.5,8.0,0.0,6.0,1,A,F,V,B,S,4,T,4
14514,5821000,6207692.308,3,2.5,8.0,3.0,2.0,1,A,F,K,B,S,X,W,7
14515,7822000,8665934.066,1,2.5,3.0,1.0,9.0,1,A,F,K,B,S,X,W,7
14516,739000,757142.8571,13,1.6,6.0,2.0,5.0,2,M,F,V,B,U,W,F,O
14517,3119000,3629268.293,8,2.0,8.0,9.0,9.0,1,A,A,V,B,C,S,J,N
14518,2095000,2564102.564,9,1.6,3.0,7.0,6.0,1,A,F,V,B,S,J,T,N
14519,3800000,4241573.034,7,2.0,0.0,1.0,2.0,2,A,F,K,B,S,W,A,U
14520,2806000,3215853.659,9,1.8,9.0,8.0,4.0,1,A,F,V,B,S,S,B,1
14521,2300000,2989743.59,8,1.6,7.0,9.0,8.0,1,M,F,V,BG,M,W,V,2
14522,2200000,2400000.0,6,1.6,0.0,5.0,7.0,2,M,F,V,B,L,T,M,B
14523,1117000,1296153.846,12,1.3,8.0,8.0,9.0,1,M,F,V,B,L,K,M,H
14524,2060000,2208433.735,14,3.0,8.0,2.0,4.0,1,A,A,V,BG,C,1,F,M
14525,2736000,2790000.0,8,1.8,5.0,8.0,0.0,3,A,F,V,B,S,2,T,1
14526,2700000,2953846.154,14,4.0,1.0,9.0,0.0,1,A,A,V,B,V,1,F,M
14527,2500000,2607142.857,11,1.8,0.0,6.0,6.0,2,M,F,V,B,S,S,B,1
14528,2622000,3096296.296,15,3.0,2.0,5.0,8.0,1,A,A,K,B,C,W,B,A
14529,2506000,2837179.487,11,2.4,4.0,6.0,2.0,1,A,F,V,B,S,4,T,1
14530,6605000,7452380.952,10,4.7,6.0,5.0,6.0,2,A,A,K,BG,V,J,T,E
14531,2151000,2533333.333,13,3.0,3.0,3.0,4.0,2,A,F,V,B,S,4,T,1
14532,1700000,1974418.605,12,1.8,5.0,9.0,8.0,1,M,F,V,B,S,1,N,X
14533,5648000,6483908.046,2,2.0,4.0,8.0,0.0,1,A,F,V,B,S,X,W,7
14534,3788000,3783146.067,2,1.6,4.0,8.0,5.0,2,A,F,V,BG,S,K,N,A
14535,2818000,2895789.474,2,1.6,6.0,7.0,6.0,3,A,F,V,B,S,Z,9,4
14536,3296000,3485057.471,1,1.6,2.0,7.0,8.0,1,A,F,V,B,S,Z,9,4
14537,2825000,2800000.0,2,1.6,3.0,6.0,0.0,3,A,F,V,B,S,Z,9,4
14538,4395000,4697435.897,6,2.5,0.0,7.0,4.0,1,A,A,V,B,C,J,F,2
14539,2333000,2837179.487,12,2.4,2.0,9.0,4.0,1,A,F,V,B,S,4,T,1
14540,2218000,2393258.427,2,1.5,1.0,2.0,4.0,2,M,F,V,B,S,X,W,B
14541,2624000,2929069.767,12,3.0,1.0,6.0,5.0,1,A,A,K,B,U,J,F,1
14542,2071000,2533333.333,10,1.6,0.0,0.0,9.0,1,A,F,V,B,S,N,M,T
14543,2452000,2322891.566,3,1.6,2.0,6.0,0.0,1,A,F,K,BG,L,X,7,L
14544,3933000,4622619.048,12,3.0,3.0,6.0,0.0,2,A,A,K,B,C,J,T,J
14545,2361000,2569230.769,13,2.4,9.0,0.0,2.0,1,A,F,V,BG,S,4,T,1
14546,2209000,2597435.897,10,2.5,7.0,8.0,1.0,1,A,A,V,B,S,4,S,3
14547,4532000,5340476.19,5,2.4,7.0,7.0,9.0,2,A,F,K,B,S,J,H,M
14548,1368000,1560240.964,11,1.8,3.0,0.0,6.0,1,M,F,K,B,S,W,V,W
14549,5814000,5037362.637,5,3.5,4.0,2.0,3.0,1,A,F,K,B,S,X,W,7
14550,7140000,7565555.556,6,3.0,9.0,6.0,0.0,3,A,B,K,B,S,W,D,D
14551,1300000,1576315.789,13,1.8,5.0,8.0,6.0,1,A,B,K,B,S,W,D,B
14552,2220000,2364444.444,3,1.6,3.0,8.0,6.0,3,A,F,V,B,S,K,L,1
14553,5042000,5908333.333,11,4.0,0.0,8.0,0.0,2,A,A,K,B,V,J,T,E
14554,2480000,2826923.077,11,2.4,8.0,0.0,9.0,1,A,F,V,B,S,4,T,1
14555,1944000,2429629.63,13,2.6,1.0,4.0,4.0,1,A,A,K,B,S,W,D,B
14556,2287000,2751111.111,3,1.6,6.0,4.0,5.0,3,M,F,V,B,S,Z,9,4
14557,7128000,8111904.762,9,4.7,6.0,0.0,5.0,2,A,A,K,B,V,J,T,J
14558,4542000,4842222.222,2,2.0,5.0,6.0,9.0,3,M,F,V,BG,C,U,5,Y
14559,3312000,3824418.605,2,1.8,8.0,7.0,8.0,1,A,F,K,B,S,K,L,1
14560,2609000,2838095.238,5,1.8,4.0,8.0,2.0,2,A,F,V,B,S,J,M,B
14561,3420000,3695238.095,8,2.4,6.0,6.0,1.0,2,A,F,K,B,S,J,T,N
14562,1700000,1842857.143,15,2.5,6.0,6.0,0.0,2,A,A,V,B,C,J,F,1
14563,1052000,1252380.952,13,2.0,1.0,6.0,6.0,2,A,F,K,B,S,K,M,H
14564,999000,1269736.842,10,1.4,6.0,6.0,0.0,1,A,F,V,B,L,V,F,3
14565,1800000,2326506.024,16,2.8,4.0,6.0,9.0,1,A,B,V,B,S,W,D,B
14566,2183000,2500000.0,13,2.5,9.0,6.0,6.0,1,A,A,B,B,U,J,F,1
14567,1332000,1765853.659,16,3.0,2.0,0.0,4.0,1,A,F,V,B,S,J,N,1
14568,9027000,9832558.14,9,4.0,9.0,0.0,3.0,1,A,A,K,B,V,J,T,M
14569,4059000,4526744.186,10,3.5,2.0,2.0,5.0,1,A,A,K,B,C,J,N,R
14570,2495000,2596666.667,3,1.6,6.0,2.0,9.0,3,A,F,V,B,S,Z,8,N
14571,2430000,2759770.115,4,1.6,3.0,6.0,1.0,3,A,F,V,B,S,Z,9,4
14572,2210000,2623809.524,9,2.0,7.0,0.0,1.0,2,A,F,K,B,S,J,M,B
14573,3060000,3903846.154,9,2.4,4.0,1.0,3.0,1,A,F,V,B,S,4,T,1
14574,2400000,2844444.444,11,2.5,6.0,0.0,4.0,1,A,A,V,B,C,J,N,8
14575,2299000,2797530.864,5,1.6,2.0,1.0,4.0,2,A,F,V,B,S,Z,9,4
14576,2448000,2915116.279,13,3.0,5.0,8.0,3.0,1,A,F,K,B,S,J,T,H
14577,4232000,5043956.044,5,2.5,0.0,5.0,8.0,1,A,F,K,B,S,4,T,4
14578,2070000,2559259.259,13,2.4,1.0,5.0,4.0,1,A,F,K,B,S,4,T,1
14579,3326000,3850561.798,2,2.0,7.0,5.0,9.0,2,A,F,K,B,C,X,7,L
14580,6700000,7416470.588,3,3.0,5.0,7.0,3.0,2,A,A,V,B,V,M,M,C
14581,2109000,2091025.641,8,1.8,4.0,9.0,6.0,1,A,F,V,B,S,J,H,M
14582,3326000,3663414.634,2,1.8,8.0,3.0,7.0,1,A,F,B,B,U,K,L,1
14583,3150000,3310000.0,4,1.6,9.0,1.0,8.0,3,A,F,V,B,S,K,M,H
14584,7375000,7673809.524,9,4.7,6.0,9.0,2.0,2,A,A,K,B,V,J,T,J
14585,1949000,2673809.524,13,1.8,2.0,4.0,1.0,2,A,B,K,B,S,W,D,B
14586,3800000,4151851.852,6,2.5,6.0,6.0,0.0,1,A,A,V,B,S,4,S,3
14587,1200000,1634210.526,9,1.2,7.0,0.0,0.0,1,M,F,V,B,S,T,M,B
14588,2650000,2888095.238,14,3.0,9.0,8.0,5.0,2,A,A,V,BG,V,J,M,Y
14589,4400000,4673809.524,2,1.6,3.0,1.0,1.0,2,A,F,V,B,C,S,J,N
14590,994000,996428.5714,15,1.6,4.0,6.0,6.0,2,M,F,V,B,L,W,O,L
14591,4601000,4932558.14,6,1.8,8.0,5.0,8.0,1,A,B,K,B,S,W,D,D
14592,2314000,2600000.0,5,1.4,0.0,3.0,5.0,1,M,F,V,BG,S,Z,9,4
14593,2506000,3186419.753,15,3.0,8.0,2.0,5.0,1,A,A,K,B,C,J,T,J
14594,6270000,7006315.789,2,2.5,2.0,0.0,2.0,3,A,F,K,B,S,X,W,7
14595,5614000,5565000.0,3,2.0,3.0,9.0,3.0,3,A,F,K,B,S,X,W,7
14596,3469000,4225000.0,9,3.5,1.0,7.0,9.0,2,A,F,K,B,S,4,T,1
14597,4000000,4882142.857,7,2.5,4.0,9.0,5.0,2,A,A,V,B,C,4,S,4
14598,8122000,8630000.0,3,3.0,0.0,2.0,8.0,3,A,A,K,B,V,J,M,B
14599,3207000,3411627.907,9,2.4,5.0,4.0,5.0,1,A,F,K,BG,S,J,T,N
14600,2800000,3655128.205,9,2.5,0.0,3.0,2.0,1,M,A,V,B,L,J,F,1
14601,1400000,1703658.537,14,2.0,4.0,0.0,4.0,1,A,F,V,B,L,W,V,W
14602,2720000,3006896.552,3,1.6,9.0,4.0,7.0,3,A,F,V,B,S,Z,9,4
14603,3978000,4264044.944,9,2.0,7.0,1.0,7.0,2,A,A,V,B,C,S,H,S
14604,2200000,2513186.813,17,3.0,4.0,9.0,0.0,1,A,A,K,BG,C,J,T,6
14605,2532000,2919047.619,4,1.8,8.0,2.0,8.0,2,A,F,K,B,S,K,L,1
14606,1954000,2068539.326,9,3.0,7.0,2.0,5.0,2,A,F,K,B,S,V,F,3
14607,4052000,4301162.791,9,3.6,1.0,1.0,4.0,1,A,A,K,B,C,4,S,4
14608,2532000,2828205.128,11,2.4,8.0,0.0,7.0,1,A,F,V,B,S,4,T,1
14609,3222000,3858536.585,9,2.0,3.0,1.0,8.0,1,A,A,V,B,V,J,S,A
14610,7192000,7629670.33,3,3.5,2.0,9.0,7.0,1,A,F,K,B,S,X,W,7
14611,2297000,2812048.193,3,1.6,3.0,6.0,0.0,1,A,F,V,B,S,Z,9,4
14612,2701000,2652564.103,2,1.6,0.0,0.0,2.0,1,M,F,V,BG,S,Z,8,N
14613,3609000,4478823.529,3,1.6,3.0,6.0,0.0,2,M,F,V,B,C,S,J,N
14614,3035000,3680722.892,5,1.6,6.0,7.0,0.0,1,M,F,V,B,S,J,T,N
14615,3946000,6284615.385,7,2.5,2.0,9.0,8.0,1,A,A,V,B,U,J,F,2
14616,2757000,3330232.558,11,3.2,8.0,6.0,9.0,1,A,A,K,B,C,W,V,G
14617,1000000,1372839.506,15,1.8,1.0,8.0,7.0,1,A,F,V,B,L,S,J,N
14618,13300000,15784444.44,1,3.5,3.0,0.0,9.0,3,A,A,K,B,C,J,T,J
14619,2696000,2705813.953,12,2.4,3.0,3.0,3.0,1,A,F,K,BG,S,J,T,D
14620,3321000,3629213.483,3,1.6,7.0,5.0,9.0,2,A,F,B,B,L,X,W,E
14621,4963000,5008695.652,4,2.0,6.0,5.0,4.0,3,M,F,V,BG,C,J,T,M
14622,3807000,4608536.585,3,1.8,6.0,5.0,0.0,1,A,A,V,B,C,T,M,B
14623,4830000,4965555.556,6,2.5,8.0,7.0,2.0,3,A,A,V,B,C,2,T,3
14624,1800000,2097560.976,11,1.6,4.0,3.0,3.0,1,A,F,V,B,S,J,M,Z
14625,2124000,2377108.434,8,1.6,8.0,7.0,2.0,1,A,F,V,B,S,K,M,H
14626,4500000,5382051.282,10,2.7,3.0,8.0,0.0,1,A,A,V,B,V,M,R,1
14627,2418000,2719767.442,14,3.0,6.0,4.0,7.0,1,A,F,K,B,S,4,T,1
14628,2700000,2613750.0,11,2.0,8.0,1.0,3.0,2,A,F,V,B,S,W,A,U
14629,2597000,2900000.0,5,1.6,7.0,9.0,2.0,2,A,F,V,B,L,3,N,1
14630,3110000,4454651.163,8,2.5,4.0,7.0,5.0,1,A,B,K,B,S,J,T,H
14631,2706000,3334146.341,2,1.6,4.0,3.0,2.0,1,A,F,V,B,S,Z,9,4
14632,5502000,5864893.617,4,2.5,6.0,2.0,6.0,2,A,F,K,BG,S,X,W,7
14633,2200000,2257317.073,10,2.0,7.0,3.0,8.0,1,M,F,V,D,U,W,V,W
14634,6301000,6828735.632,2,2.5,1.0,3.0,6.0,1,A,F,V,B,S,X,W,7
14635,2387000,2659523.81,11,2.4,3.0,3.0,9.0,2,A,F,V,BG,S,6,T,1
14636,1800000,2051685.393,13,2.0,5.0,9.0,1.0,2,M,A,V,B,S,J,F,1
14637,2347000,2747435.897,4,1.6,1.0,6.0,7.0,1,M,F,V,B,S,K,L,1
14638,1100000,1417283.951,9,1.7,3.0,6.0,6.0,1,M,A,V,B,V,X,9,L
14639,14528000,15622784.81,4,4.6,2.0,6.0,1.0,2,A,A,K,BG,V,J,T,M
14640,2511000,2852439.024,10,1.8,9.0,4.0,8.0,1,A,F,V,B,S,S,B,1
14641,4818000,5308791.209,5,2.4,5.0,7.0,2.0,1,A,A,K,B,C,J,H,L
14642,3570000,3865555.556,8,2.5,2.0,1.0,2.0,3,A,A,V,B,C,J,N,1
14643,1087000,1465476.19,11,1.3,3.0,3.0,1.0,2,M,F,V,B,S,J,M,Y
14644,1010000,1453246.753,14,1.8,4.0,1.0,3.0,1,M,F,V,B,L,S,J,N
14645,3172000,3846428.571,10,3.0,1.0,2.0,8.0,2,A,A,K,B,C,4,S,4
14646,12500000,11283516.48,2,2.0,7.0,4.0,5.0,3,A,A,B,B,C,J,T,J
14647,2827000,3079487.179,3,1.6,4.0,9.0,9.0,1,A,F,V,B,S,Z,8,N
14648,3500000,4577380.952,9,2.5,0.0,3.0,4.0,2,A,A,V,D,C,W,V,G
14649,3000000,3400000.0,11,2.5,7.0,0.0,4.0,1,A,B,K,B,S,W,B,A
14650,1401000,1598684.211,14,3.0,7.0,9.0,0.0,1,A,F,V,BG,S,J,N,1
14651,4100000,4451648.352,2,1.6,2.0,4.0,5.0,3,A,F,V,B,C,S,J,N
14652,7754000,7565555.556,3,2.7,0.0,0.0,1.0,3,A,A,V,BG,P,M,R,0
14653,3135000,3527777.778,1,1.6,3.0,2.0,8.0,3,A,F,V,B,S,Z,9,4
14654,3300000,3875581.395,8,2.5,8.0,2.0,6.0,1,A,A,K,B,U,J,F,1
14655,2794000,3070512.821,3,1.6,5.0,6.0,3.0,1,A,F,V,B,S,Z,9,4
14656,3848000,4800000.0,10,3.5,7.0,6.0,8.0,2,A,A,K,B,C,4,J,G
14657,6800000,6925316.456,6,2.7,1.0,3.0,0.0,2,A,F,V,B,C,5,T,D
14658,4905000,5530526.316,4,2.5,1.0,1.0,3.0,3,A,F,V,B,S,4,T,1
14659,5615000,6275000.0,3,2.5,5.0,6.0,1.0,1,A,F,B,B,S,4,T,1
14660,4341000,5082417.582,4,2.0,0.0,7.0,6.0,3,M,A,V,B,C,U,5,Y
14661,2500000,3250000.0,12,2.5,1.0,4.0,2.0,1,A,A,K,D,C,W,V,G
14662,2329000,2628571.429,6,1.8,7.0,1.0,5.0,2,A,F,K,B,S,K,L,1
14663,3780000,4151724.138,2,1.6,7.0,1.0,2.0,3,A,F,V,B,S,K,M,H
14664,2434000,2656321.839,3,1.4,0.0,9.0,0.0,1,A,F,V,B,S,Z,9,4
14665,2861000,3003571.429,10,3.0,9.0,5.0,2.0,2,A,F,V,BG,C,J,A,4
14666,5100000,5085897.436,9,2.7,9.0,6.0,0.0,1,A,A,V,B,V,M,H,F
14667,2156000,2457471.264,10,1.6,8.0,9.0,5.0,3,A,F,V,B,S,J,T,N
14668,2538000,3494805.195,9,2.0,3.0,4.0,8.0,1,A,A,V,B,U,J,F,1
14669,1534000,1735955.056,14,2.3,5.0,0.0,3.0,2,M,F,K,B,S,J,M,Z
14670,2758000,3053571.429,10,2.4,7.0,7.0,6.0,2,A,F,V,BG,S,4,T,1
14671,3019000,3727160.494,10,3.5,7.0,2.0,4.0,1,A,F,K,BG,S,J,T,N
14672,2518000,2816049.383,11,2.4,8.0,0.0,1.0,2,A,F,V,B,S,J,T,D
14673,5136000,5885714.286,4,2.5,2.0,9.0,2.0,1,A,F,K,B,S,4,T,1
14674,800000,1017948.718,13,1.5,9.0,0.0,7.0,1,M,F,V,B,S,S,J,N
14675,3395000,3595604.396,2,1.8,3.0,3.0,8.0,3,A,F,V,BG,U,K,L,1
14676,4761000,6129113.924,8,4.0,6.0,2.0,0.0,2,A,A,V,B,V,5,N,1
14677,1000000,1270238.095,15,1.6,7.0,3.0,4.0,2,A,F,V,B,L,J,M,Z
14678,2299000,2789743.59,5,1.6,0.0,3.0,5.0,1,A,F,V,B,S,Z,9,4
14679,8946000,9400000.0,5,3.0,3.0,5.0,1.0,3,A,A,K,B,L,W,A,U
14680,1362000,1776923.077,12,1.8,7.0,0.0,9.0,1,A,F,K,B,S,W,V,W
14681,2200000,1665263.158,9,3.3,9.0,0.0,9.0,3,A,F,K,B,S,K,M,H
14682,3350000,3615116.279,9,3.5,5.0,1.0,1.0,1,A,F,K,B,S,J,T,N
14683,7515000,8220000.0,1,2.5,3.0,3.0,8.0,3,A,F,K,B,S,X,W,7
14684,2260000,2869230.769,4,1.6,1.0,7.0,4.0,1,A,F,V,B,L,X,U,F
14685,700000,1325301.205,17,1.8,9.0,4.0,9.0,1,A,F,K,B,U,W,V,W
14686,2370000,2444210.526,4,1.6,4.0,5.0,6.0,3,M,F,V,B,S,K,N,A
14687,5027000,5777906.977,9,3.5,9.0,5.0,9.0,1,A,F,K,B,C,2,T,2
14688,1300000,1425641.026,10,1.4,7.0,2.0,9.0,1,A,F,V,B,L,W,F,0
14689,2470000,2613414.634,8,1.6,0.0,4.0,0.0,1,A,F,V,B,S,J,T,N
14690,2300000,2563855.422,5,1.4,6.0,6.0,1.0,1,M,F,V,B,L,S,J,N
14691,4039000,4517283.951,7,2.5,1.0,5.0,6.0,2,A,A,V,B,C,J,F,2
14692,4810000,5875000.0,4,2.5,7.0,7.0,2.0,3,A,F,V,B,S,4,T,1
14693,1377000,1697619.048,13,2.3,2.0,7.0,2.0,2,A,F,V,B,S,1,Y,V
14694,2159000,2386746.988,9,1.6,1.0,2.0,2.0,1,M,F,V,B,M,W,O,L
14695,4300000,4710714.286,5,2.5,3.0,8.0,9.0,2,A,F,V,BG,C,J,M,Z
14696,1605000,2316666.667,12,2.5,0.0,8.0,9.0,1,A,A,V,B,S,4,S,3
14697,3199000,3205494.505,1,1.6,6.0,2.0,6.0,3,M,F,V,BG,L,X,7,L
14698,7530000,7495789.474,2,2.0,4.0,4.0,7.0,3,A,A,V,B,C,J,T,M
14699,2587000,2774157.303,4,1.6,9.0,5.0,4.0,2,A,F,V,BG,S,W,0,L
14700,2000000,2320000.0,16,3.0,4.0,3.0,8.0,3,A,B,K,B,S,J,T,1
14701,2916000,3111904.762,1,1.4,0.0,0.0,9.0,2,A,F,V,B,S,Z,9,4
14702,3500000,3700000.0,3,1.4,5.0,6.0,5.0,1,A,F,V,B,S,T,M,B
14703,2381000,2711904.762,4,1.6,3.0,6.0,1.0,1,A,F,B,B,L,Z,9,4
14704,2357000,2484523.81,12,2.4,0.0,8.0,7.0,2,A,F,V,B,S,4,T,1
14705,2514000,3214285.714,3,1.4,9.0,9.0,1.0,1,M,F,B,B,L,U,5,Y
14706,4217000,4653488.372,3,2.4,4.0,9.0,7.0,1,A,F,K,B,S,K,L,1
14707,2594000,2960256.41,8,1.8,9.0,5.0,1.0,1,A,F,V,B,S,J,T,D
14708,2435000,2831395.349,9,2.0,9.0,2.0,3.0,1,A,F,K,B,U,W,V,W
14709,2808000,2894444.444,14,2.0,4.0,9.0,1.0,3,A,A,B,BG,C,S,H,S
14710,2232000,2770512.821,10,2.0,3.0,9.0,3.0,1,A,A,V,B,S,J,F,1
14711,2239000,2932894.737,14,3.0,0.0,1.0,3.0,1,A,F,K,B,S,J,T,H
14712,9486000,10269767.44,8,4.7,5.0,1.0,9.0,1,A,A,K,BG,V,J,T,M
14713,4800000,5787341.772,10,3.5,3.0,8.0,0.0,2,A,B,K,B,S,W,D,D
14714,4243000,4292134.831,1,1.6,5.0,9.0,1.0,2,M,F,V,B,S,N,M,T
14715,1234000,814285.7143,11,1.6,8.0,3.0,3.0,2,A,F,V,B,L,V,F,3
14716,3326000,3728089.888,4,1.8,8.0,7.0,6.0,2,A,F,V,B,S,5,Y,F
14717,2765000,3339024.39,2,1.6,8.0,5.0,4.0,1,A,F,V,B,S,Z,9,4
14718,2160000,2509890.11,17,3.0,3.0,5.0,7.0,1,A,A,K,B,C,J,T,6
14719,2565000,2787777.778,2,1.4,1.0,5.0,3.0,3,A,F,V,B,S,Z,9,4
14720,2520000,2830120.482,3,1.6,8.0,0.0,9.0,1,A,F,V,B,S,Z,9,4
14721,2936000,3380246.914,10,2.5,6.0,5.0,5.0,1,A,B,K,B,S,W,B,A
14722,3669000,4725000.0,6,2.4,8.0,0.0,0.0,2,A,F,K,H,S,4,T,1
14723,5315000,5673333.333,2,2.0,5.0,1.0,4.0,3,A,A,V,BG,C,U,5,Y
14724,2331000,2648809.524,4,1.6,8.0,7.0,7.0,2,A,F,V,B,L,Z,9,4
14725,1821000,1975000.0,4,1.4,2.0,2.0,1.0,2,A,F,V,B,L,K,L,1
